,word,creole_word,creole name
3431,lodge,"l`j, (v) ebèje, bay ladesant",hatian
3432,loft,galata,hatian
3433,log,bout bwa,hatian
3434,log book,"jounal, dosye, (v) note",hatian
3435,lone,sèl,hatian
3436,long,lon,hatian
3437,a long time,lon tan,hatian
3438,look,rega (v) gade,hatian
3439,loop,"riban , (v) gade",hatian
3440,loose,branlan,hatian
3441,looter,piyajè,hatian
3442,lose,pèdi,hatian
3443,loss,"pèt, chagren",hatian
3444,(a) lot,anpil,hatian
3445,lottery,lotri,hatian
3446,loud,fò,hatian
3447,lousy,degoutan,hatian
3448,low,ba,hatian
3449,lucid,"lisid, tèt klè",hatian
3450,luck,chans,hatian
3451,lucre,magouyè,hatian
3452,lug,trennen,hatian
3453,lumber,bwa,hatian
3454,lump,"mas, gro moso",hatian
3455,lunch,"dine, manje midi",hatian
3456,lure,"aleche, fè lasisiy",hatian
3457,lust,konvwate,hatian
3458,machine,n machin,hatian
3459,machine,v fòme,hatian
3460,mad,"fache, fou",hatian
3461,made,fèt,hatian
3462,magic,"majik, sanp",hatian
3463,madistrate,majistra,hatian
3464,magnificent,manyifik,hatian
3465,mahogany,akajou,hatian
3466,maid,"bòn, restavèk",hatian
3467,main,"prensipal, santral",hatian
3468,maintain,mentni,hatian
3469,maize,mayi,hatian
3470,major,adj prensipal,hatian
3471,major,n majò,hatian
3472,majority,majorite,hatian
3473,make,n mak,hatian
3474,make,v fè,hatian
3475,male,mal,hatian
3476,malice,malis,hatian
3477,malign,nuizib,hatian
3478,man,"mesye, moun, nèg, nonm",hatian
3479,manage,"dirije, debouye",hatian
3480,mango,mango,hatian
3481,manifold,manifoul,hatian
3482,mankind,"imanite, limanite",hatian
3483,manner,"fason, jan",hatian
3484,mansion,"mansyo, gro kay",hatian
3485,manual,adj manyèl,hatian
3486,manual,n liv,hatian
3487,manufacture,"n frabrik, izin",hatian
3488,manufacture,v fabrike,hatian
3489,manuscript,maniskri,hatian
3490,many,adj anpil,hatian
3491,map,kat,hatian
3492,March,mas,hatian
3493,mark,"n mak, tach",hatian
3494,mark,v make,hatian
3495,market,mache,hatian
3496,marriage,maryaj,hatian
3497,marry,marye,hatian
3498,marsh,marekaj,hatian
3499,Martinique,Matia,hatian
3500,mash,"v brase, kraze",hatian
3501,mass,mas,hatian
3502,master,v. metrize,hatian
3503,match,"n alimèt, match",hatian
3504,match,v matche,hatian
3505,mate,n matlo,hatian
3506,mate,v akouple,hatian
3507,material,adj materyèl,hatian
3508,material,"n materyo, matyè",hatian
3509,maternity,matènite,hatian
3510,mathematics,matematik,hatian
3511,matter,"matyè, problem",hatian
3512,mature,"mi, granmoun",hatian
3513,May,me,hatian
3514,may,mèt,hatian
3515,maybe,petèt,hatian
3516,me,mwen,hatian
3517,meadow,preri,hatian
3518,meal,"manje , repa",hatian
3519,mean,"adj move, fache",hatian
3520,mean,n mwayèn,hatian
3521,mean,v. vle di,hatian
3522,meaning,"siyifikasyon, sans",hatian
3523,means,mwayen,hatian
3524,measure,n mezi,hatian
3525,measure,v mezire,hatian
3526,meat,"vyann, chè",hatian
3527,medical,medikal,hatian
3528,meet,n rankout,hatian
3529,meet,"v rankontre, kontre ak, fè konesans",hatian
3530,meeting,reinyon,hatian
3531,mellow,"dou, jovyal",hatian
3532,melt,fonn,hatian
3533,member,"manm, manb",hatian
3534,menace,n menas,hatian
3535,mend,"v rapyese , rakomode",hatian
3536,mental,mantal,hatian
3537,mention,mansyone,hatian
3538,merchant,koèsan,hatian
3539,mercury,mèji,hatian
3540,mercy,pitye,hatian
3541,mere,adj sèlman,hatian
3542,mere,adv apèn,hatian
3543,merge,"fonn, amalgame",hatian
3544,merit,n merit,hatian
3545,merit,v merite,hatian
3546,mess,"fatra, dezòd",hatian
3547,message,mesaj,hatian
3548,mettle,kouraj,hatian
3549,middle,adv omilye,hatian
3550,middle,n mitan,hatian
3551,Middle East,Mwayennoryan,hatian
3552,might,adv petèt,hatian
3553,might,n pisans,hatian
3554,mild,"mwayen, dous",hatian
3555,militia man,milisyen,hatian
3556,milk,lèt,hatian
3557,mill,moulen,hatian
3558,million,milyon,hatian
3559,mince,"rache, filange",hatian
3560,mind,lespri,hatian
3561,mine,n min,hatian
3562,mine,prn pam,hatian
3563,minister,pastè,hatian
3564,minor,minè,hatian
3565,mint,mant,hatian
3566,minute,minit,hatian
3567,miracle,mirak,hatian
3568,mirror,"miwa, glas",hatian
3569,misery,mizè,hatian
3570,misfortune,malè,hatian
3571,misguide,pedi,hatian
3572,miss,make,hatian
3573,mission,misyon,hatian
3574,missionary,misyonè,hatian
3575,mist,labrim,hatian
3576,mistake,erè,hatian
3577,mistress,"metrès, sou kote",hatian
3578,mistrust,n mefyans,hatian
3579,mistrust,v mefye,hatian
3580,mix,n melanj,hatian
3581,mix,v melanje,hatian
3582,mixed up,mele,hatian
3583,moan,"rale, jemi",hatian
3584,mock,moke,hatian
3585,model,modil,hatian
3586,moderate,modere,hatian
3587,moist,"imid, mouye",hatian
3588,molest,"deranje, moleste",hatian
3589,moment,moman,hatian
3590,Monday,lendi,hatian
3591,money,"lajan, kòb",hatian
3592,monger,pousè dife,hatian
3593,monkey,makak,hatian
3594,monster,mons,hatian
3595,month,mwa,hatian
3596,mood,"atmosfè, atitid",hatian
3597,moon,lalin,hatian
3598,more,adj plis,hatian
3599,more than,"pi plis, pi gran pase",hatian
3600,morning,maten,hatian
3601,moss,bab panyòl,hatian
3602,most,"anpil, plis",hatian
3603,moth,papiyon lanp,hatian
3604,mother,manman,hatian
3605,motion,mouvman,hatian
3606,motor,motè,hatian
3607,mount,mòn,hatian
3608,mountain,"mòn, montay",hatian
3609,mourn,pote sèy,hatian
3610,mouse,sourit,hatian
3611,moustache,moustach,hatian
3612,mouth,bouch,hatian
3613,move,deplase,hatian
3614,move into,v. enstale (pronoun),hatian
3615,movement,mouman,hatian
3616,much,anpil,hatian
3617,muck,fimye,hatian
3618,mud,labou,hatian
3619,mushroom,"chanpiyon, djondjon",hatian
3620,music,mizik,hatian
3621,must,"v dwe, fò",hatian
3622,must,n nesesite,hatian
3623,mute,bèbè,hatian
3624,mutton,mouton,hatian
3625,mutual,resipwòk,hatian
3626,my,mwen,hatian
3627,mysterious,mistik,hatian
3628,nail,"klou, (v) kloure",hatian
3629,naked,toutouni,hatian
3630,name,"non, (v) nonmen",hatian
3631,nap,kabicha,hatian
3632,napkin,sèvyèt,hatian
3633,narrate,rakonte,hatian
3634,narrow,etwat,hatian
3635,nasty,"degoutan, dezagreyab, malpwòp",hatian
3636,nation,nasyon,hatian
3637,nationaity,nasyonalite,hatian
3638,native,natif-natal,hatian
3639,naughty,vakabon,hatian
3640,near,"toupre, akote, pre",hatian
3641,neat,pwòp,hatian
3642,necessary,nesesè,hatian
3643,neck,kou,hatian
3644,need,bezwen,hatian
3645,needle,"zegi, egui",hatian
3646,neglect,neglije,hatian
3647,neighbor,vwazen,hatian
3648,neither,"ni youn ni lòt, ni ... ni",hatian
3649,nephew,neve,hatian
3650,nest,nich,hatian
3651,never,"jamè, janm, pa janm",hatian
3652,new,"nouvo, nèf",hatian
3653,New York,Nouyèk,hatian
3654,news,nouvèl,hatian
3655,next,pwochen,hatian
3656,nice,"bon, janti",hatian
3657,niece,nyès,hatian
3658,nifty,debouya,hatian
3659,night,"lanuit, nuit",hatian
3660,nimble,ajil,hatian
3661,nine,nèf,hatian
3662,nineteen,diznèf,hatian
3663,ninety,katrevendis,hatian
3664,nip,"zongle, koupe, kase boujon",hatian
3665,no,non (adj) okenn,hatian
3666,nobody,pèsonn,hatian
3667,nod,souke tèt,hatian
3668,node,ne,hatian
3669,noise,"bwi, bri",hatian
3670,nomination,nominasyon,hatian
3671,none,okenn,hatian
3672,nonsense,nonsans,hatian
3673,noon,midi,hatian
3674,noose,nekoulan,hatian
3675,nor,ni,hatian
3676,normal,nèmal,hatian
3677,north,"direksyon nò, non nò",hatian
3678,nose,nen,hatian
3679,nostril,"twou nen, narin",hatian
3680,not,pa,hatian
3681,note,"nòt, (v) note",hatian
3682,nothing,anyen,hatian
3683,notice,"avi, notis",hatian
3684,notion,nosyon,hatian
3685,nourish,nouri,hatian
3686,novel,roman,hatian
3687,November,novanm,hatian
3688,now,kounye-a,hatian
3689,nowhere,okenn kote,hatian
3690,noxious,nosif,hatian
3691,nuclear,nikleyè,hatian
3692,nude,toutouni,hatian
3693,nuisance,nizans,hatian
3694,numb,"ankiloze, dòmi",hatian
3695,number,"nonm, chif, nimewo",hatian
3696,nun,"relijyez, mamè, chèsè",hatian
3697,nurse,"enfimyè, mis",hatian
3698,nut,"nwa, grenn",hatian
3699,oak,bwatchèn,hatian
3700,oar,zaviron,hatian
3701,oat,avwan,hatian
3702,oath,sèman,hatian
3703,obediet,obeyisan obese,hatian
3704,object,"objè, bagay objective",hatian
3705,obligate,ablije,hatian
3706,obliged,blije,hatian
3707,oblivious,enkonsyan,hatian
3708,obscene,obsèn,hatian
3709,obscure,fènwa,hatian
3710,observe,obsève,hatian
3711,observation,obsèvayon,hatian
3712,obsess,obsede,hatian
3713,obsolete,demode,hatian
3714,obstacle,obstak,hatian
3715,obstruct,"bare, bouche",hatian
3716,obtain,"pran, obteni",hatian
3717,obvious,"evedan, aklè",hatian
3718,occasion,okazyon,hatian
3719,occupy,"okipe, pran",hatian
3720,occur,"rive, pase",hatian
3721,ocean,loseyan,hatian
3722,October,oktòb,hatian
3723,odd,"dròl, enpe",hatian
3724,odor,"odè, lòdè",hatian
3725,of (used very sparingly),d,hatian
3726,of (about a topic),sou,hatian
3727,off,etenn,hatian
3728,offend,ofanses,hatian
3729,offense,ofans,hatian
3730,offer,v ofri,hatian
3731,offer,n òf,hatian
3732,office,"biwo, kabinè",hatian
3733,officer,"ofisye, jandam",hatian
3734,often,souvan,hatian
3735,oil,n luil,hatian
3736,oil,v luile,hatian
3737,OK,se byen,hatian
3738,old,"vye, aje",hatian
3739,olive,oliv,hatian
3740,omen,prezaj,hatian
3741,on,limen,hatian
3742,on (a topic),sou,hatian
3743,on (the day of ),nan jou ki te (...)-la,hatian
3744,once,"onfwa, yon sèl fwa",hatian
3745,once upon a time,sè tè youn fwa,hatian
3746,one,"youn, en",hatian
3747,one would say,on dire,hatian
3748,oneself,prn menm,hatian
3749,onion,zonyon,hatian
3750,only,"sèlman, sèl",hatian
3751,onto,prp sou,hatian
3752,open,"puvri, louvri",hatian
3753,operation,operasyon,hatian
3754,opinion,opinyon,hatian
3755,opportunity,opòtinite,hatian
3756,or,"oswa, oubyen, osinon, ou",hatian
3757,oral,oral,hatian
3758,orange,"zoranj (fruit), oranj (color)",hatian
3759,order,"n lòd, kòmann",hatian
3760,order,v kòmande,hatian
3761,in order,an règ,hatian
3762,ordinary,"òdinè, banal",hatian
3763,ore,minrè,hatian
3764,organic,èganik,hatian
3765,organization,òganizasyon,hatian
3766,origin,orijin,hatian
3767,orphan,òfelen,hatian
3768,other,lòt,hatian
3769,ought to,dwe,hatian
3770,our,nou,hatian
3771,ours,pan,hatian
3772,out,deyò,hatian
3773,outcome,rezilta,hatian
3774,outdated,demode,hatian
3775,outlet,sikisal,hatian
3776,outlook,pespektiv,hatian
3777,outrageous,ekzòbitan,hatian
3778,outside,deyò,hatian
3779,oven,fou,hatian
3780,over,"anro, anlè",hatian
3781,overcharge,majore,hatian
3782,overcoat,padsi,hatian
3783,overcome,ankonbre,hatian
3784,overdue,anreta,hatian
3785,overflow,debòde,hatian
3786,owe,dwe,hatian
3787,owl,koukou,hatian
3788,own,"posede, genyen",hatian
3789,owner,"proprietè, mèt",hatian
3790,ox,bèf,hatian
3791,oxtail,ke bèf,hatian
3792,oyster,zwit,hatian
3793,pace,v apante,hatian
3794,package,pakèt,hatian
3795,page,paj,hatian
3796,pacific,pasifik,hatian
3797,pack,"n pake, koli",hatian
3798,pack,"v anpakte, anbale",hatian
3799,padlock,kadna,hatian
3800,pain,doulè,hatian
3801,paint,v pentire,hatian
3802,paint,n penti,hatian
3803,painting,tablo,hatian
3804,pair,n pè,hatian
3805,pair,adj doub,hatian
3806,pale,pal,hatian
3807,palm,"pye palmis, plamye",hatian
3808,palsy,paralize,hatian
3809,pamper,v dòlote,hatian
3810,Panama,Pènama,hatian
3811,pan,"n kasròl, bonm",hatian
3812,panic,n panik,hatian
3813,panic,v panike,hatian
3814,pantry,gadmanje,hatian
3815,pants,pantalon,hatian
3816,papaya,papay,hatian
3817,paper,paye,hatian
3818,paradise,paradi,hatian
3819,parcel,n palè,hatian
3820,parcel,v separe tè,hatian
3821,parch,v griye,hatian
3822,parent,"paran, fanmi",hatian
3823,parley,v palmante,hatian
3824,parley,n poupale,hatian
3825,parole,pawèl,hatian
3826,parrot,jako,hatian
3827,parsley,pèsi,hatian
3828,part,"moso, pyès",hatian
3829,partake,patisipe,hatian
3830,participate,patisipe,hatian
3831,participation,patispasyon,hatian
3832,particular,"espesyal, patikilye",hatian
3833,party,"pati, fèt",hatian
3834,party,pati politik,hatian
3835,pass,pase,hatian
3836,passenger,pasaje,hatian
3837,passion,pasyon,hatian
3838,passport,paspò,hatian
3839,past,lepase,hatian
3840,pastor,pastè,hatian
3841,pastry,patisri,hatian
3842,patch,"n patch, pyès",hatian
3843,patch,"v patche, rakomode",hatian
3844,path,chemen,hatian
3845,patience,pasyans,hatian
3846,pattern,"n modèl, egzanp",hatian
3847,pattern,v modele,hatian
3848,pauper,"pòv, endijan",hatian
3849,pavement,"pave, asfalt",hatian
3850,paw,"pat, grif",hatian
3851,pawn,plannen,hatian
3852,pay,peye,hatian
3853,pay attention,gade,hatian
3854,pea,pwa,hatian
3855,peace,lapè,hatian
3856,peach,pèch,hatian
3857,peak,"tèt, somè",hatian
3858,peasant,"peyizan, abitan",hatian
3859,peck,v beke,hatian
3860,peculiar,spesifik,hatian
3861,pedal,n pedal,hatian
3862,pedal,v pedale,hatian
3863,pee,pipi - pese,hatian
3864,peek,v gade vit,hatian
3865,peel,v kale,hatian
3866,peep,v fè jouda,hatian
3867,peeve,"v irite, anmède",hatian
3868,pelt,v kalonnen,hatian
3869,pen,plim,hatian
3870,pencil,kreyon,hatian
3871,penetrate,"penetre, antre",hatian
3872,people,"moun, pèp",hatian
3873,pepper,"pwav, piman",hatian
3874,percent,pousantaj,hatian
3875,percentage,pousantaj,hatian
3876,perform,"egzekite, fè travay",hatian
3877,performance,pèfomans,hatian
3878,perfume,pafen,hatian
3879,perhaps,petèt,hatian
3880,peril,danje,hatian
3881,periodic,peryodik,hatian
3882,periodic table,tablo peryodik,hatian
3883,perish,peri,hatian
3884,per up ones ears,kole zorèy,hatian
3885,permission,pèmisyon,hatian
3886,permit,"n lisans, pèmi",hatian
3887,permit,v pèmèt,hatian
3888,perplex,anbarase,hatian
3889,persecute,pèsekite,hatian
3890,persist,pèsiste,hatian
3891,person,moun,hatian
3892,personnel,pèsonèl,hatian
3893,perspiration,swè,hatian
3894,persuade,pèsuade,hatian
3895,pet,n bèt kay,hatian
3896,petrol,petròl,hatian
3897,photograph,"foto, pòtre",hatian
3898,phrase,fraz,hatian
3899,physical,fizik,hatian
3900,physical education,edikasyon fizik,hatian
3901,pick,"v ranmase, pran",hatian
3902,pick,n pik,hatian
3903,picnic,piknik,hatian
3904,picture,"n foto, pòtre",hatian
3905,picture,"v figire, imajine",hatian
3906,pie,tat,hatian
3907,piece,"n moso, pyès",hatian
3908,piece,v kole,hatian
3909,pierce,pèse,hatian
3910,pig,kochon,hatian
3911,pigeon,pijon,hatian
3912,pile,n pil,hatian
3913,pillar,"poto, pilye",hatian
3914,pillow,zorye,hatian
3915,pimple,bouton,hatian
3916,pin,n zepeng,hatian
3917,pin,v tache,hatian
3918,pincers,pens,hatian
3919,pinch,v zongle,hatian
3920,pine,bwapen,hatian
3921,pineapple,anana,hatian
3922,pink,roz,hatian
3923,pipe,"n pip, tiyo",hatian
3924,pipe,v kondi,hatian
3925,pitcher,krich,hatian
3926,pity,n pitye,hatian
3927,place,n kote,hatian
3928,place,"v mete, poze",hatian
3929,~take place,pase,hatian
3930,placebo,plasebo,hatian
3931,placid,trankil,hatian
3932,plain,"adj klè, kare",hatian
3933,plian,n laplenn,hatian
3934,plait,n très,hatian
3935,plait,"v trese, kòde",hatian
3936,plan,plan,hatian
3937,plane (flat area),plèn,hatian
3938,plane (airplane),avyon,hatian
3939,plant,n plant,hatian
3940,plantain,bannan ( food: bannan pezé ),hatian
3941,plate,"asyèt, plat",hatian
3942,play,v jwe,hatian
3943,play,n pyèsteyat,hatian
3944,plea,"n plèd, jistifikasyon",hatian
3945,plead,"plede, enplore",hatian
3946,pleasant,anizan,hatian
3947,please,"v plè kontante, tanpri",hatian
3948,please note,note byen,hatian
3949,please!,"silvouple!, souple!",hatian
3950,pleasure,plezi,hatian
3951,pledge,n gaj,hatian
3952,pledge,v garanti,hatian
3953,plenty,"ase, anpil",hatian
3954,plot,v konplote,hatian
3955,plot (of land),"n pasèl, teren",hatian
3956,pluck,"deplimen, rache, keyi",hatian
3957,plug,v bouche,hatian
3958,plug,n priz kouran,hatian
3959,plum,prin,hatian
3960,plump,gra,hatian
3961,plunge,plonje,hatian
3962,pneumonia,nemoni,hatian
3963,pocket,n pòch,hatian
3964,pocket,v anpoche,hatian
3965,point,v montre,hatian
3966,point,n pwen,hatian
3967,poison,n pwazon,hatian
3968,poison,v anpwazonnen,hatian
3969,poker,pokè,hatian
3970,police,"polis, lapolis",hatian
3971,polite,"ploi, janti",hatian
3972,political,politikal,hatian
3973,politics,politik,hatian
3974,poll,"n vòt, eleksyon",hatian
3975,pond,basen,hatian
3976,ponder,reflechi,hatian
3977,pool,pisin,hatian
3978,poor,pòv,hatian
3979,very poor,brizorye,hatian
3980,population,popilasyon,hatian
3981,pork,kochon,hatian
3982,Port-au-Prince,Pòroprens,hatian
3983,porter,pòtè,hatian
3984,pose,pòz,hatian
3985,pose,v. poze,hatian
3986,possess,posede,hatian
3987,possibility,posiblite,hatian
3988,possibly,posib,hatian
3989,post,v poste,hatian
3990,post,poto,hatian
3991,post office,n lapòs,hatian
3992,postman,faktè,hatian
3993,postpone,retade,hatian
3994,pot,po,hatian
3995,potato,pòmdetè,hatian
3996,potato (sweet potato),patat,hatian
3997,pour,vide,hatian
3998,poverty,povrete,hatian
3999,powder,poud,hatian
4000,power,n pisans,hatian
4001,power,v alimante,hatian
4002,practically,prèxke,hatian
4003,praise,v glorifye,hatian
4004,praise,n elòj,hatian
4005,pray,priye,hatian
4006,prayer,lapryè,hatian
4007,precaution,prekosyon,hatian
4008,precede,"presede, vin anvan",hatian
4009,precious,"presye, chè",hatian
4010,precise,"presi, egzak",hatian
4011,predict,predi,hatian
4012,prediction,prediksyon,hatian
4013,preface,n prefas,hatian
4014,prefer,"prefer, pito",hatian
4015,preference,gou,hatian
4016,pregnant,"ansent, gròs",hatian
4017,prejudice,n prejije,hatian
4018,prepare,prepare,hatian
4019,presence,prezans,hatian
4020,present,"adj la, prezan",hatian
4021,present,n kado,hatian
4022,(be) present,prezante,hatian
4023,presently,"alèkile, kounye-a",hatian
4024,preserve,v prezève,hatian
4025,preserve,n konfiti,hatian
4026,preside,prezide,hatian
4027,president,prezidan,hatian
4028,press,v peze,hatian
4029,press (news),n laprès,hatian
4030,pretend,pretann,hatian
4031,pretty,bèl,hatian
4032,prevail,domine,hatian
4033,prevent,"prevni, evite, anpeche",hatian
4034,previous,presedan,hatian
4035,price,pri,hatian
4036,prick,v pike,hatian
4037,pride,fyète,hatian
4038,priest,"pè, prèt",hatian
4039,primary,anpremye,hatian
4040,primarily,premyèman,hatian
4041,principle,prensip,hatian
4042,print,v enprime,hatian
4043,prison,prizon,hatian
4044,private,prive,hatian
4045,probability,pwobabilite,hatian
4046,probable,prbab,hatian
4047,proceed,kontinye,hatian
4048,proceeds,"benefis, montan",hatian
4049,process,n. pwosesis,hatian
4050,proclaim,prklame,hatian
4051,procreate,"prokreye, fè pitit",hatian
4052,procure,"bay, fè jwenn",hatian
4053,produce,"n danre, legim",hatian
4054,profane,v. pwofane,hatian
4055,profession,"metye, pwofesyon",hatian
4056,professor,profesè,hatian
4057,proffer,prezante,hatian
4058,profit,n profi,hatian
4059,profit,v profite,hatian
4060,profound,"fon, byen panse",hatian
4061,profuse,abondan,hatian
4062,program,pwogram,hatian
4063,prohibit,defann,hatian
4064,prolong,prolonje,hatian
4065,prominent,"repete, fò",hatian
4066,promise,n promès,hatian
4067,promise,v promèt,hatian
4068,promote,"avanse, monte grad",hatian
4069,prompt,rapid,hatian
4070,pronounce,prononse,hatian
4071,proof,n prèv,hatian
4072,proof,v verifye,hatian
4073,proper,"onèt, konvnab",hatian
4074,property,"propriyete, byen",hatian
4075,propose,propoze,hatian
4076,prosper,"prospere, rive, reyisi",hatian
4077,protect,proteje,hatian
4078,prototype,pwototip,hatian
4079,protrude,"leve, pouse, soti",hatian
4080,proud,fyè,hatian
4081,prove,prouve,hatian
4082,proverb,"provèb, diton",hatian
4083,provide,fourni,hatian
4084,provided that,pouri ke,hatian
4085,prowl,v rode,hatian
4086,pub,"kafe, bistro",hatian
4087,publish,pibliye,hatian
4088,puff,n souf,hatian
4089,puff,v soufle,hatian
4090,puke,v vomi,hatian
4091,pull,"rale, tire",hatian
4092,pulley,pouli,hatian
4093,pump,n ponp,hatian
4094,pump,v ponpe,hatian
4095,punish,"pini, reprimande",hatian
4096,punishment,pinisyon,hatian
4097,pupil,elèv,hatian
4098,puppet,"poupe, mannken",hatian
4099,purchase,"n acha, komisyon",hatian
4100,purify,pirifye,hatian
4101,purpose,entansyon,hatian
4102,on purpose,esprè,hatian
4103,purse,n bous,hatian
4104,purse,v plise,hatian
4105,pursue,pouswiv,hatian
4106,push,v pouse,hatian
4107,put,"mete, depoze, sere, foure, etenn",hatian
4108,put under way,mete sou pye,hatian
4109,puzzle,"devinèt, problèm",hatian
4110,quadruple,kat fwa,hatian
4111,quaint,dròl,hatian
4112,quake,tranbleman tè,hatian
4113,qualify,v. kalifye,hatian
4114,quality,kalite,hatian
4115,qualm,"kèplen, noze",hatian
4116,quantity,kantite,hatian
4117,quarrel,"batay, gouman",hatian
4118,quarry,karyè,hatian
4119,quart,"anka, ka galon",hatian
4120,quarter,katye (adj) onka,hatian
4121,quash,"kraze, toufe",hatian
4122,queen,rèn,hatian
4123,quench,"etenn, tranpe",hatian
4124,question,"kesyon, (v) kesyone",hatian
4125,quick,"vit, rapid",hatian
4126,quickly,vit,hatian
4127,quiet,trankil,hatian
4128,quilt,"kouvèti, lenn",hatian
4129,quit,"kite, lage",hatian
4130,quite,"ase, anverite, tou",hatian
4131,quiz,egzamen,hatian
4132,rabid,anraje,hatian
4133,rabbit,lapen,hatian
4134,race (contest),n kous,hatian
4135,race,v fè kous,hatian
4136,race (species),"n ras, rasmoun",hatian
4137,rack,etajè,hatian
4138,radiator,radyatè,hatian
4139,radio,radyo,hatian
4140,radish,radi,hatian
4141,rag,ranyon,hatian
4142,ragamuffin,sanzave,hatian
4143,rage,raj,hatian
4144,raid,"n atak, razya",hatian
4145,rail,"baro, parapè",hatian
4146,rain,n lapli,hatian
4147,misty rain,farinen,hatian
4148,torrential rain,lavalas,hatian
4149,raise,"v leve, drese, kanpe",hatian
4150,rally,n raliman,hatian
4151,rally,v rasanble,hatian
4152,ramble,divage,hatian
4153,ramp,ranp,hatian
4154,rancid,ransi,hatian
4155,random,aza,hatian
4156,range,"n pòte, direksyon",hatian
4157,range,"v aliyen, klase",hatian
4158,rank,n grad,hatian
4159,ransack,devalize,hatian
4160,ransom,ranson,hatian
4161,rap,v frape,hatian
4162,rape,v vyole,hatian
4163,rapid,"rapid, vit",hatian
4164,rapt,"anchante, antouzyas",hatian
4165,rare,adj ra,hatian
4166,rare,n vyann kri,hatian
4167,rarely,raman,hatian
4168,rascal,koken,hatian
4169,rash,adj enpridan,hatian
4170,rasp,"v kòche, rape",hatian
4171,rat,rat,hatian
4172,rate,"n pousantaj, to",hatian
4173,rather,pito,hatian
4174,ration,rasyon,hatian
4175,ravage,n ravaj,hatian
4176,ravage,"v devaste, ravaje",hatian
4177,rave,"v divage, tanpete",hatian
4178,ravel,"v mele, anbouye",hatian
4179,raven,"kaw, boustabak",hatian
4180,ravine,ravin,hatian
4181,ravish,"v dapiyan, vyole",hatian
4182,raw,kri,hatian
4183,ray,reyon,hatian
4184,raze,v demantle,hatian
4185,razor,razwa,hatian
4186,reach,"v atenn, rive, jwenn",hatian
4187,read,"li, fè lekti",hatian
4188,ready,adj pare,hatian
4189,ready,v prepare,hatian
4190,real,"reyèl, tout bon",hatian
4191,reality,reyalite,hatian
4192,realize,reyalize,hatian
4193,really,"konsa menm, vrèman",hatian
4194,rear,n dèyè,hatian
4195,rear,"v elve, drese",hatian
4196,reason,n rezon,hatian
4197,reason,"v rezone, reflechi",hatian
4198,reassure,rasire,hatian
4199,rebellion,rebelyon,hatian
4200,rebellious,rebèl,hatian
4201,rebuke,"reprimande, rele sou",hatian
4202,receive,resevwa,hatian
4203,recent,resan,hatian
4204,reception,resèpsyon,hatian
4205,reception room,sal resèpsyon,hatian
4206,recess,n rekreyasyon,hatian
4207,recommend,rekòmande,hatian
4208,recommendation,rekomandasyon,hatian
4209,recommence,v rekomanse,hatian
4210,record,n dosye,hatian
4211,record,v enskri,hatian
4212,recover,"repran, rejwenn",hatian
4213,red,rouj,hatian
4214,reduce,"redui, amensi",hatian
4215,reek,n charony,hatian
4216,reek,v santi move,hatian
4217,reel,n bobin,hatian
4218,reel,v bobine,hatian
4219,refer,v refere,hatian
4220,refrigerator,frijidè,hatian
4221,refugee,refigye,hatian
4222,refuse,n fatra,hatian
4223,refuse,v refize,hatian
4224,regard,"n rega, koutje",hatian
4225,regard,"v gade, konsidere",hatian
4226,region,"rejyon, zòn",hatian
4227,register,v. enskri,hatian
4228,registration,enskripsyon,hatian
4229,regret,n chagren,hatian
4230,regret,v regrete,hatian
4231,regular customer,pratik,hatian
4232,reject,n rejè,hatian
4233,reject,"v refize, rejete",hatian
4234,relate,"v rakonte, relate",hatian
4235,relation,relasyon,hatian
4236,relative,"paran, fanmi",hatian
4237,relax,"rilaks, detann",hatian
4238,release,n liberasyon,hatian
4239,release,"v lage, libere",hatian
4240,relief,"n solajman, alemye",hatian
4241,relish,"n gou, asezonman",hatian
4242,rely,"v depann sou, gen konfyans",hatian
4243,remain,n restan,hatian
4244,remain,v rete,hatian
4245,remark,n remak,hatian
4246,reamrk,v remake,hatian
4247,remedy,n remèd,hatian
4248,remedy,"v soulaje, swaye",hatian
4249,remember,sonje,hatian
4250,remind,"raple, fè sonje",hatian
4251,remission,konvalesans,hatian
4252,remit,remèt,hatian
4253,remorse,remò,hatian
4254,remote,"adj adistans, lwen",hatian
4255,remove,"retire, wete",hatian
4256,render,"remèt, rann, tradui (lang)",hatian
4257,rent,n lwaye,hatian
4258,rent,v lwe,hatian
4259,repair,"ranje, repare",hatian
4260,repeat,v repete,hatian
4261,reply,v. reponn,hatian
4262,report,rapè,hatian
4263,represent,v. reprezante,hatian
4264,representative,n. reprezantatif,hatian
4265,reproduction,repwodiksyon,hatian
4266,reputation,repitasyon,hatian
4267,request,v. mande,hatian
4268,request,demand,hatian
4269,research,rechèch,hatian
4270,resell,v. revann,hatian
4271,resemble,v. sanble,hatian
4272,reserved,rezève,hatian
4273,reserved seat,plas rezève,hatian
4274,residence,residans,hatian
4275,resist,reziste,hatian
4276,resource,resous,hatian
4277,respect,n respè,hatian
4278,respect,v respekte,hatian
4279,respond,reponn,hatian
4280,response,repons,hatian
4281,responsible,responsab,hatian
4282,responsibility,responsabilite,hatian
4283,rest,"v repoze, rete",hatian
4284,rest,"n restan, rès, repo",hatian
4285,restaurant,restoran,hatian
4286,restrict,restrenn,hatian
